year,event,incident_number,incident_start,incident_end,declaration_date,days_to_declaration_from_start,days_to_declaration_from_end,declaration_url,state,incident_type,valid_ihp_applications,eligible_ihp_applications,ihp_eligibility_rate,ihp_average_award,ihp_total,pa_total,pa_projects_count,cdbg_dr_allocation,frn1_date,frn1_days_since_disaster,frn1_url,frn1_grantee1_name,frn1_grantee1_url,frn1_grantee1_amount,frn1_grantee2_name,frn1_grantee2_url,frn1_grantee2_amount,frn1_grantee3_name,frn1_grantee3_url,frn1_grantee3_amount,frn1_grantee4_name,frn1_grantee4_url,frn1_grantee4_amount,frn1_grantee5_name,frn1_grantee5_url,frn1_grantee5_amount,frn1_grantee6_name,frn1_grantee6_url,frn1_grantee6_amount,frn1_grantee7_name,frn1_grantee7_url,frn1_grantee7_amount,frn1_grantee8_name,frn1_grantee8_url,frn1_grantee8_amount,frn1_grantee9_name,frn1_grantee9_url,frn1_grantee9_amount,frn2_date,frn2_url,frn2_grantee1_name,frn2_grantee1_url,frn2_grantee1_amount,frn2_grantee2_name,frn2_grantee2_url,frn2_grantee2_amount,frn2_grantee3_name,frn2_grantee3_url,frn2_grantee3_amount,frn2_grantee4_name,frn2_grantee4_url,frn2_grantee4_amount,frn3_date,frn3_url,frn3_grantee1_name,frn3_grantee1_url,frn3_grantee1_amount,frn3_grantee2_name,frn3_grantee2_url,frn3_grantee2_amount,frn3_grantee3_name,frn3_grantee3_url,frn3_grantee3_amount,frn3_grantee4_name,frn3_grantee4_url,frn3_grantee4_amount,frn4_date,frn4_url,frn4_grantee1_name,frn4_grantee1_url,frn4_grantee1_amount,sba_total_approved_loan_amount,sba_loan_count,sba_home_approved_loan_amount,sba_home_loan_count,sba_business_approved_loan_amount,sba_business_loan_count
2025,Arkansas Severe Storms and Tornadoes,4865,2025-03-14,2025-03-15,2025-05-08,55,54,https://www.fema.gov/disaster/4865,AR,Severe Storm,561,281,50.09,12619.83,3546171.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
2025,"Kentucky Severe Storms, Straight-Line Winds, Tornadoes, Flooding, Landslides, and Mudslides",4864,2025-04-02,2025-05-16,2025-04-24,22,-22,https://www.fema.gov/disaster/4864,KY,Severe Storm,6000,3829,63.82,9766.03,37394126.69,23924265.83,475,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
2025,Virginia Severe Winter Storms and Flooding,4863,2025-02-10,2025-02-18,2025-04-04,53,45,https://www.fema.gov/disaster/4863,VA,Severe Storm,NA,NA,NA,NA,NA,29336233.85,186,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
2024,"Oklahoma Severe Storms, Straight-Line Winds, Tornadoes, and Flooding",4862,2024-11-02,2024-11-05,2025-03-18,136,133,https://www.fema.gov/disaster/4862,OK,Severe Storm,NA,NA,NA,NA,NA,4900137.91,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
2025,"West Virginia Severe Storm, Straight-Line Winds, Flooding, Landslides, and Mudslides",4861,2025-02-15,2025-02-18,2025-02-26,11,8,https://www.fema.gov/disaster/4861,WV,Severe Storm,5248,3986,75.95,10440.82,41617088.99,31870090.99,268,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
2025,"Kentucky Severe Storms, Straight-Line Winds, Flooding, Landslides, and Mudslides",4860,2025-02-14,2025-03-07,2025-02-24,10,-11,https://www.fema.gov/disaster/4860,KY,Severe Storm,10178,7431,73.01,9936.35,73837013.21,83410590.6,1083,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
2024,Alaska Severe Storm and Flooding,4859,2024-10-20,2024-10-23,2025-01-15,87,84,https://www.fema.gov/disaster/4859,AK,Severe Storm,NA,NA,NA,NA,NA,853905.76,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
2024,South Carolina Severe Storms and Flooding,4858,2024-11-06,2024-11-14,2025-01-10,65,57,https://www.fema.gov/disaster/4858,SC,Flood,NA,NA,NA,NA,NA,3602536.26,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
2024,Alaska Severe Storm and Flooding,4857,2024-08-15,2024-08-18,2025-01-10,148,145,https://www.fema.gov/disaster/4857,AK,Severe Storm,NA,NA,NA,NA,NA,995470.92,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
2025,California Wildfires and Straight-Line Winds,4856,2025-01-07,2025-01-31,2025-01-08,1,-23,https://www.fema.gov/disaster/4856,CA,Fire,261117,35153,13.46,5026.63,176701241.1,36648138.2,318,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
2024,"Missouri Severe Storms, Tornadoes, Straight-Line Winds, and Flooding",4855,2024-11-03,2024-11-09,2025-01-01,59,53,https://www.fema.gov/disaster/4855,MO,Severe Storm,NA,NA,NA,NA,NA,17597965.04,150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
2024,Oregon Wildfires,4854,2024-07-10,2024-08-23,2025-01-01,175,131,https://www.fema.gov/disaster/4854,OR,Fire,NA,NA,NA,NA,NA,11495950.78,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
2024,Alaska Severe Storm and Flooding,4853,2024-08-16,2024-08-18,2025-01-01,138,136,https://www.fema.gov/disaster/4853,AK,Severe Storm,NA,NA,NA,NA,NA,230809.98,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
2024,North Dakota Wildfires and Straight-Line Winds,4852,2024-10-05,2024-10-06,2024-12-24,80,79,https://www.fema.gov/disaster/4852,ND,Fire,NA,NA,NA,NA,NA,4566885.74,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
2024,West Virginia Post-Tropical Storm Helene,4851,2024-09-25,2024-09-28,2024-12-09,75,72,https://www.fema.gov/disaster/4851,WV,Tropical Storm,1146,612,53.4,6048.56,3701717.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
2024,Puerto Rico Tropical Storm Ernesto,4850,2024-08-13,2024-08-16,2024-11-27,106,103,https://www.fema.gov/disaster/4850,PR,Tropical Storm,NA,NA,NA,NA,NA,65361978.43,219,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
2024,Washington Wildfires,4849,2024-07-17,2024-08-21,2024-11-26,132,97,https://www.fema.gov/disaster/4849,WA,Fire,NA,NA,NA,NA,NA,897000.51,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
2024,Kentucky Remnants of Hurricane Helene,4848,2024-09-27,2024-09-30,2024-11-26,60,57,https://www.fema.gov/disaster/4848,KY,Tropical Storm,NA,NA,NA,NA,NA,10246936.54,131,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
2024,Montana Severe Storm and Straight-Line Winds,4847,2024-08-06,2024-08-06,2024-11-14,100,100,https://www.fema.gov/disaster/4847,MT,Severe Storm,906,724,79.91,26012.13,18832781.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
2024,Alaska Landslides,4846,2024-08-25,2024-08-25,2024-11-13,80,80,https://www.fema.gov/disaster/4846,AK,Mud/Landslide,NA,NA,NA,NA,NA,1550446.12,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
2024,Wyoming Wildfires,4845,2024-08-21,2024-08-31,2024-11-13,84,74,https://www.fema.gov/disaster/4845,WY,Fire,NA,NA,NA,NA,NA,8813648.91,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
2024,Florida Hurricane Milton,4844,2024-10-05,2024-11-02,2024-11-05,31,3,https://www.fema.gov/disaster/4844,FL,Hurricane,30,0,0,NA,0,4042817.87,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
2024,New Mexico Severe Storm and Flooding,4843,2024-10-19,2024-10-20,2024-11-01,13,12,https://www.fema.gov/disaster/4843,NM,Flood,3121,2177,69.75,10521.22,22904698.63,85235333.02,101,68593500,2025-01-16,76,https://www.govinfo.gov/content/pkg/FR-2025-01-16/pdf/2025-00943.pdf,State of New Mexico,NA,68593500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
2024,"South Dakota Severe Storm, Straight-Line Winds, and Flooding",4842,2024-07-13,2024-07-14,2024-11-01,111,110,https://www.fema.gov/disaster/4842,SD,Severe Storm,202,149,73.76,5214.51,776962.4,1648501.38,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
2024,U.S. Virgin Islands Tropical Storm Ernesto,4841,2024-08-13,2024-08-16,2024-10-25,73,70,https://www.fema.gov/disaster/4841,VI,Tropical Storm,NA,NA,NA,NA,NA,3344685.78,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
2024,Arizona Flooding,4840,2024-08-22,2024-08-23,2024-10-25,64,63,https://www.fema.gov/disaster/4840,AZ,Flood,27,24,88.89,7921.14,190107.41,6159508.82,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
2024,New York Severe Storm and Flooding,4839,2024-08-18,2024-08-19,2024-10-21,64,63,https://www.fema.gov/disaster/4839,NY,Severe Storm,NA,NA,NA,NA,NA,11405739.55,104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
2024,"Nebraska Severe Storms, Straight-Line Winds, Tornadoes, and Flooding",4838,2024-07-31,2024-07-31,2024-10-21,82,82,https://www.fema.gov/disaster/4838,NE,Severe Storm,NA,NA,NA,NA,NA,12835847.72,79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
2024,North Carolina Potential Tropical Cyclone Eight,4837,2024-09-16,2024-09-20,2024-10-19,33,29,https://www.fema.gov/disaster/4837,NC,Tropical Storm,NA,NA,NA,NA,NA,42206312.64,82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
2024,Alaska Flooding,4836,2024-08-05,2024-08-06,2024-10-16,72,71,https://www.fema.gov/disaster/4836,AK,Flood,281,213,75.8,17507.21,3729035.59,885875.97,8,9338000,2025-01-16,92,https://www.govinfo.gov/content/pkg/FR-2025-01-16/pdf/2025-00943.pdf,State of Alaska,NA,9338000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
2024,South Carolina Tropical Storm Debby,4835,2024-08-04,2024-08-22,2024-09-29,56,38,https://www.fema.gov/disaster/4835,SC,Tropical Storm,NA,NA,NA,NA,NA,11888634.04,135,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
2024,Florida Hurricane Milton,4834,2024-10-05,2024-11-02,2024-10-11,6,-22,https://www.fema.gov/disaster/4834,FL,Hurricane,1052728,301627,28.65,2937.18,885932280.5,1490884061,2295,703399000,2025-01-16,97,https://www.govinfo.gov/content/pkg/FR-2025-01-16/pdf/2025-00943.pdf,Orange County,NA,33357000,Volusia County,NA,133515000,Sarasota County,NA,70031333,Pasco County,NA,195234667,Pinellas County,NA,271261000,Manatee County,NA,84237000,Hillsborough County,NA,354662000,Lee County,NA,50341500,State of Florida,NA,185078800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
2024,Arizona Watch Fire,4833,2024-07-10,2024-07-17,2024-10-04,86,79,https://www.fema.gov/disaster/4833,AZ,Fire,31,27,87.1,36565.28,987262.51,924002.22,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
2024,Tennessee Tropical Storm Helene,4832,2024-09-26,2024-09-30,2024-10-02,6,2,https://www.fema.gov/disaster/4832,TN,Tropical Storm,14563,7475,51.33,5056.05,37793993.46,410879441.1,500,42869000,2025-01-16,106,https://www.govinfo.gov/content/pkg/FR-2025-01-16/pdf/2025-00943.pdf,State of Tennessee,NA,42869000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
2024,Virginia Tropical Storm Helene,4831,2024-09-25,2024-10-03,2024-10-01,6,-2,https://www.fema.gov/disaster/4831,VA,Tropical Storm,10335,4505,43.59,4250.17,19147030.45,86655516.17,434,46670000,2025-01-16,107,https://www.govinfo.gov/content/pkg/FR-2025-01-16/pdf/2025-00943.pdf,State of Virginia,NA,46670000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
2024,Georgia Hurricane Helene,4830,2024-09-24,2024-10-30,2024-09-30,6,-30,https://www.fema.gov/disaster/4830,GA,Hurricane,392077,220891,56.34,1789.8,395351396.2,1582001133,1566,88575333,2025-01-16,108,https://www.govinfo.gov/content/pkg/FR-2025-01-16/pdf/2025-00943.pdf,State of Georgia,NA,88575333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
2024,South Carolina Hurricane Helene,4829,2024-09-25,2024-10-07,2024-09-29,4,-8,https://www.fema.gov/disaster/4829,SC,Hurricane,443999,251536,56.65,1326.59,333685945.7,432358939.1,1055,150354000,2025-01-16,109,https://www.govinfo.gov/content/pkg/FR-2025-01-16/pdf/2025-00943.pdf,State of South Carolina,NA,150354000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
2024,Florida Hurricane Helene,4828,2024-09-23,2024-10-07,2024-09-28,5,-9,https://www.fema.gov/disaster/4828,FL,Hurricane,320063,170691,53.33,5051.76,862290325.8,765497108.9,1232,700706000,2025-01-16,110,https://www.govinfo.gov/content/pkg/FR-2025-01-16/pdf/2025-00943.pdf,Sarasota County,NA,70031333,Pasco County,NA,195234667,Pinellas County,NA,271261000,"St. Petersburg, FL",NA,79942000,Manatee County,NA,84237000,Hillsborough County,NA,354662000,Lee County,NA,50341500,State of Florida,NA,185078800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
2024,North Carolina Tropical Storm Helene,4827,2024-09-25,2024-12-18,2024-09-28,3,-81,https://www.fema.gov/disaster/4827,NC,Tropical Storm,282711,161041,56.96,3518.76,566663868.1,2132063493,2610,1653130000,2025-01-16,110,https://www.govinfo.gov/content/pkg/FR-2025-01-16/pdf/2025-00943.pdf,State of North Carolina,NA,1428120000,"Asheville, NC",NA,225010000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
2024,"Vermont Severe Storms, Flooding, Landslides, and Mudslides",4826,2024-07-29,2024-07-31,2024-09-26,59,57,https://www.fema.gov/disaster/4826,VT,Flood,318,227,71.38,8739.45,1983856.22,7181428.34,64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
2024,New York Remnants of Tropical Storm Debby,4825,2024-08-08,2024-08-10,2024-09-24,47,45,https://www.fema.gov/disaster/4825,NY,Tropical Storm,NA,NA,NA,NA,NA,42141093.32,332,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
