"year","event","incident_number","incident_start","incident_end","declaration_date","declaration_url","state","incident_type","valid_ihp_applications","eligible_ihp_applications","ihp_eligibility_rate","ihp_average_award","ihp_total","pa_total","pa_projects_count","cdbg_dr_allocation","frn1_date","frn1_days_since_disaster","frn1_url","frn1_grantee1_name","frn1_grantee1_url","frn1_grantee1_amount","frn1_grantee2_name","frn1_grantee2_url","frn1_grantee2_amount","frn1_grantee3_name","frn1_grantee3_url","frn1_grantee3_amount","frn1_grantee4_name","frn1_grantee4_url","frn1_grantee4_amount","frn1_grantee5_name","frn1_grantee5_url","frn1_grantee5_amount","frn1_grantee6_name","frn1_grantee6_url","frn1_grantee6_amount","frn1_grantee7_name","frn1_grantee7_url","frn1_grantee7_amount","frn1_grantee8_name","frn1_grantee8_url","frn1_grantee8_amount","frn1_grantee9_name","frn1_grantee9_url","frn1_grantee9_amount","frn2_date","frn2_url","frn2_grantee1_name","frn2_grantee1_url","frn2_grantee1_amount","frn2_grantee2_name","frn2_grantee2_url","frn2_grantee2_amount","frn2_grantee3_name","frn2_grantee3_url","frn2_grantee3_amount","frn2_grantee4_name","frn2_grantee4_url","frn2_grantee4_amount","frn3_date","frn3_url","frn3_grantee1_name","frn3_grantee1_url","frn3_grantee1_amount","frn3_grantee2_name","frn3_grantee2_url","frn3_grantee2_amount","frn3_grantee3_name","frn3_grantee3_url","frn3_grantee3_amount","frn3_grantee4_name","frn3_grantee4_url","frn3_grantee4_amount","frn4_date","frn4_url","frn4_grantee1_name","frn4_grantee1_url","frn4_grantee1_amount"
2006,"Maine Severe Storms and Flooding",1644,"2006-05-13","2006-05-23","2006-05-25","https://www.fema.gov/disaster/1644","ME","Severe Storm",1202,581,48.34,1743.9,1013205.06,3764478.02,226,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006,"New Hampshire Severe Storms and Flooding",1643,"2006-05-12","2006-05-23","2006-05-25","https://www.fema.gov/disaster/1643","NH","Severe Storm",5703,4418,77.47,2036.94,8999191.49,14406821.45,934,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006,"Massachusetts Severe Storms and Flooding",1642,"2006-05-12","2006-05-23","2006-05-25","https://www.fema.gov/disaster/1642","MA","Severe Storm",10806,8234,76.2,2260.57,18613563.29,18874930.26,484,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006,"Washington Severe Storms, Flooding, Tidal Surge, Landslides, and Mudslides",1641,"2006-01-27","2006-02-04","2006-05-17","https://www.fema.gov/disaster/1641","WA","Severe Storm",NA,NA,NA,NA,NA,6581238.9,163,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006,"Hawaii Severe Storms, Flooding, Landslides, and Mudslides",1640,"2006-02-20","2006-04-02","2006-05-02","https://www.fema.gov/disaster/1640","HI","Severe Storm",590,214,36.27,2930.11,627043.17,8107171.18,155,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006,"Kansas Severe Storms, Tornadoes, and Straight Line Winds",1638,"2006-03-12","2006-03-12","2006-04-13","https://www.fema.gov/disaster/1638","KS","Severe Storm",NA,NA,NA,NA,NA,4911052.77,73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006,"Oklahoma Severe Storms and Tornadoes",1637,"2006-03-12","2006-03-12","2006-04-13","https://www.fema.gov/disaster/1637","OK","Severe Storm",136,53,38.97,4072.44,215839.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006,"Arkansas Severe Storms and Tornadoes",1636,"2006-04-01","2006-04-03","2006-04-12","https://www.fema.gov/disaster/1636","AR","Severe Storm",1070,337,31.5,3651.01,1230390.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006,"Missouri Severe Storms, Tornadoes, and Flooding",1635,"2006-03-30","2006-04-03","2006-04-05","https://www.fema.gov/disaster/1635","MO","Severe Storm",1608,721,44.84,3622.33,2611696.48,16316095.98,110,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006,"Tennessee Severe Storms and Tornadoes",1634,"2006-04-02","2006-04-08","2006-04-05","https://www.fema.gov/disaster/1634","TN","Severe Storm",1931,399,20.66,4004.19,1597672.53,12001625.16,144,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006,"Illinois Tornadoes and Severe Storms",1633,"2006-03-11","2006-03-13","2006-03-28","https://www.fema.gov/disaster/1633","IL","Severe Storm",1708,515,30.15,2072.34,1067253.81,10110435.49,163,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2005,"Oregon Severe Storms, Flooding, Landslides, and Mudslides",1632,"2005-12-18","2006-01-21","2006-03-20","https://www.fema.gov/disaster/1632","OR","Severe Storm",NA,NA,NA,NA,NA,7627290.35,444,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006,"Missouri Severe Storms, Tornadoes and Flooding",1631,"2006-03-08","2006-03-13","2006-03-16","https://www.fema.gov/disaster/1631","MO","Severe Storm",2134,441,20.67,3600.12,1587654.75,5437608.77,197,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2005,"Idaho Severe Storms and Flooding",1630,"2005-12-30","2006-01-04","2006-02-27","https://www.fema.gov/disaster/1630","ID","Severe Storm",NA,NA,NA,NA,NA,1106062.86,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2005,"Nevada Severe Storms and Flooding",1629,"2005-12-31","2006-01-04","2006-02-03","https://www.fema.gov/disaster/1629","NV","Severe Storm",NA,NA,NA,NA,NA,7789037.25,398,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2005,"California Severe Storms, Flooding, Mudslides, and Landslides",1628,"2005-12-17","2006-01-03","2006-02-03","https://www.fema.gov/disaster/1628","CA","Severe Storm",5119,2158,42.16,3258.31,7031442.71,151534460.66,3177,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2005,"Nebraska Severe Winter Storm",1627,"2005-11-27","2005-11-28","2006-01-26","https://www.fema.gov/disaster/1627","NE","Severe Storm",NA,NA,NA,NA,NA,5441731.06,98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2005,"Kansas Severe Winter Storm",1626,"2005-11-27","2005-11-28","2006-01-26","https://www.fema.gov/disaster/1626","KS","Severe Storm",NA,NA,NA,NA,NA,38376189.28,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2005,"South Carolina Severe Ice Storm",1625,"2005-12-15","2005-12-16","2006-01-20","https://www.fema.gov/disaster/1625","SC","Severe Ice Storm",NA,NA,NA,NA,NA,11285192.1,234,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2005,"Texas Extreme Wildfire Threat",1624,"2005-11-27","2006-05-14","2006-01-11","https://www.fema.gov/disaster/1624","TX","Fire",458,163,35.59,10169.65,1657653.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2005,"Oklahoma Extreme Wildfire Threat",1623,"2005-11-27","2006-03-31","2006-01-10","https://www.fema.gov/disaster/1623","OK","Fire",803,196,24.41,11072.16,2170143.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2005,"Minnesota Severe Winter Storm",1622,"2005-11-27","2005-11-29","2006-01-04","https://www.fema.gov/disaster/1622","MN","Severe Storm",NA,NA,NA,NA,NA,8175804.93,77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2005,"North Dakota Severe Winter Storm",1621,"2005-11-27","2005-11-30","2006-01-04","https://www.fema.gov/disaster/1621","ND","Severe Storm",NA,NA,NA,NA,NA,1982624.05,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2005,"South Dakota Severe Winter Storm",1620,"2005-11-27","2005-11-29","2005-12-20","https://www.fema.gov/disaster/1620","SD","Severe Storm",NA,NA,NA,NA,NA,24641489.03,277,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2005,"Connecticut Severe Storms and Flooding",1619,"2005-10-14","2005-10-15","2005-12-16","https://www.fema.gov/disaster/1619","CT","Severe Storm",NA,NA,NA,NA,NA,3698478.52,338,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2005,"Alaska Severe Fall Storm, Tidal Surges, and Flooding",1618,"2005-09-22","2005-09-26","2005-12-09","https://www.fema.gov/disaster/1618","AK","Severe Storm",NA,NA,NA,NA,NA,1415493.42,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2005,"Kentucky Severe Storms and Tornadoes",1617,"2005-11-15","2005-11-15","2005-12-01","https://www.fema.gov/disaster/1617","KY","Severe Storm",375,109,29.07,4217.57,459715.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2005,"North Dakota Severe Winter Storm and Record and/or Near Record Snow",1616,"2005-10-04","2005-10-06","2005-11-21","https://www.fema.gov/disaster/1616","ND","Snowstorm",NA,NA,NA,NA,NA,1990803.15,117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2005,"Kansas Severe Storms and Flooding",1615,"2005-10-01","2005-10-02","2005-11-15","https://www.fema.gov/disaster/1615","KS","Severe Storm",NA,NA,NA,NA,NA,8128420.52,190,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2005,"Massachusetts Severe Storms and Flooding",1614,"2005-10-07","2005-10-16","2005-11-10","https://www.fema.gov/disaster/1614","MA","Severe Storm",2224,1526,68.62,2385.89,3640862.23,7207478.22,727,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2005,"Indiana Tornado and Severe Storms",1612,"2005-11-06","2005-11-06","2005-11-08","https://www.fema.gov/disaster/1612","IN","Tornado",1074,244,22.72,3629.54,885607.65,2177943,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2005,"Northern Mariana Islands Typhoon Nabi",1611,"2005-08-30","2005-09-01","2005-11-08","https://www.fema.gov/disaster/1611","MP","Typhoon",NA,NA,NA,NA,NA,1046674.03,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2005,"New Hampshire Severe Storms and Flooding",1610,"2005-10-07","2005-10-18","2005-10-26","https://www.fema.gov/disaster/1610","NH","Severe Storm",702,379,53.99,2909.38,1102655.35,12314320.29,616,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2005,"Florida Hurricane Wilma",1609,"2005-10-23","2005-11-18","2005-10-24","https://www.fema.gov/disaster/1609","FL","Hurricane",580735,227182,39.12,1506.54,342259581.970002,1468067658.64,8323,91485259,"2006-02-13",112,"https://www.govinfo.gov/content/pkg/FR-2006-02-13/pdf/06-1357.pdf","State of Florida","",41452000,"","",NA,"","",NA,"","",NA,"","",NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"2006-10-30","https://www.govinfo.gov/content/pkg/FR-2006-10-30/pdf/06-8978.pdf","State of Florida","",50033259,"","",NA,"","",NA,"","",NA,"","","","",NA,"","",NA,"","",NA,"","",NA,"","","","",NA
2005,"North Carolina Hurricane Ophelia",1608,"2005-09-11","2005-09-17","2005-10-07","https://www.fema.gov/disaster/1608","NC","Hurricane",NA,NA,NA,NA,NA,16874784.16,203,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2005,"Louisiana Hurricane Rita",1607,"2005-09-23","2005-11-01","2005-09-24","https://www.fema.gov/disaster/1607","LA","Hurricane",316613,177191,55.96,2953.24,523287256.649999,669496660.76,3617,5.205e+09,"2006-02-13",142,"https://www.govinfo.gov/content/pkg/FR-2006-02-13/pdf/06-1357.pdf","State of Louisiana","",3.105e+09,"","",NA,"","",NA,"","",NA,"","",NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"2006-10-30","https://www.govinfo.gov/content/pkg/FR-2006-10-30/pdf/06-8978.pdf","State of Louisiana","",2100000000,"","",NA,"","",NA,"","",NA,"","","","",NA,"","",NA,"","",NA,"","",NA,"","","","",NA
2005,"Texas Hurricane Rita",1606,"2005-09-23","2005-10-14","2005-09-24","https://www.fema.gov/disaster/1606","TX","Hurricane",476028,251987,52.94,2453.96,618365125.990001,369044717.23,2918,503194849,"2006-02-13",142,"https://www.govinfo.gov/content/pkg/FR-2006-02-13/pdf/06-1357.pdf","State of Texas","",74523000,"","",NA,"","",NA,"","",NA,"","",NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"2006-10-30","https://www.govinfo.gov/content/pkg/FR-2006-10-30/pdf/06-8978.pdf","State of Texas","",428671849,"","",NA,"","",NA,"","",NA,"","","","",NA,"","",NA,"","",NA,"","",NA,"","","","",NA
2005,"Alabama Hurricane Katrina",1605,"2005-08-29","2005-09-26","2005-08-29","https://www.fema.gov/disaster/1605","AL","Hurricane",112665,55795,49.52,2299.12,128279508.61,118603229.38,1388,95613574,"2006-02-13",168,"https://www.govinfo.gov/content/pkg/FR-2006-02-13/pdf/06-1357.pdf","State of Alabama","",74388000,"","",NA,"","",NA,"","",NA,"","",NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"2006-10-30","https://www.govinfo.gov/content/pkg/FR-2006-10-30/pdf/06-8978.pdf","State of Alabama","",21225574,"","",NA,"","",NA,"","",NA,"","","","",NA,"","",NA,"","",NA,"","",NA,"","","","",NA
2005,"Mississippi Hurricane Katrina",1604,"2005-08-29","2005-10-14","2005-08-29","https://www.fema.gov/disaster/1604","MS","Hurricane",515536,273590,53.07,4728.68,1293719741.75001,3184453517.11,8056,5481221059,"2006-02-13",168,"https://www.govinfo.gov/content/pkg/FR-2006-02-13/pdf/06-1357.pdf","State of Mississippi","",5058185000,"","",NA,"","",NA,"","",NA,"","",NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"2006-10-30","https://www.govinfo.gov/content/pkg/FR-2006-10-30/pdf/06-8978.pdf","State of Mississippi","",423036059,"","",NA,"","",NA,"","",NA,"","","","",NA,"","",NA,"","",NA,"","",NA,"","","","",NA
2005,"Louisiana Hurricane Katrina",1603,"2005-08-29","2005-11-01","2005-08-29","https://www.fema.gov/disaster/1603","LA","Hurricane",1076982,736017,68.34,7129.21,5247222011.37,13482935658.81,11437,5.205e+09,"2006-02-13",168,"https://www.govinfo.gov/content/pkg/FR-2006-02-13/pdf/06-1357.pdf","State of Louisiana","",3.105e+09,"","",NA,"","",NA,"","",NA,"","",NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"2006-10-30","https://www.govinfo.gov/content/pkg/FR-2006-10-30/pdf/06-8978.pdf","State of Louisiana","",2100000000,"","",NA,"","",NA,"","",NA,"","","","",NA,"","",NA,"","",NA,"","",NA,"","","","",NA
2005,"Florida Hurricane Katrina",1602,"2005-08-24","2005-09-06","2005-08-28","https://www.fema.gov/disaster/1602","FL","Hurricane",NA,NA,NA,NA,NA,185882269.3,1496,91485259,"2006-02-13",169,"https://www.govinfo.gov/content/pkg/FR-2006-02-13/pdf/06-1357.pdf","State of Florida","",41452000,"","",NA,"","",NA,"","",NA,"","",NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"2006-10-30","https://www.govinfo.gov/content/pkg/FR-2006-10-30/pdf/06-8978.pdf","State of Florida","",50033259,"","",NA,"","",NA,"","",NA,"","","","",NA,"","",NA,"","",NA,"","",NA,"","","","",NA
2005,"Kansas Severe Storms and Flooding",1600,"2005-06-30","2005-07-01","2005-08-23","https://www.fema.gov/disaster/1600","KS","Severe Storm",NA,NA,NA,NA,NA,3425124.53,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2005,"Wyoming Tornado",1599,"2005-08-12","2005-08-12","2005-08-22","https://www.fema.gov/disaster/1599","WY","Tornado",230,74,32.17,6409.52,474304.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2005,"Utah Flooding and Landslides",1598,"2005-04-28","2005-06-29","2005-08-01","https://www.fema.gov/disaster/1598","UT","Flood",NA,NA,NA,NA,NA,1987917.36,172,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
