"state_name","district_label","district_number","representative","party","total_applicants","total_funding","funding_per_applicant","n_zips","disaster_numbers","NAMELSAD","STATEFP"
"Michigan","Michigan District 11",11,"Haley M. Stevens","Democrat",8331,16405043.56,1969.15659104549,38,"4607,4757","Congressional District 11","26"
"Michigan","Michigan District 12",12,"Rashida Tlaib","Democrat",95272,258982648.15,2718.35007294903,24,"4607,4757","Congressional District 12","26"
"Michigan","Michigan District 13",13,"Shri Thanedar","Democrat",119691,317997724.44,2656.822354563,38,"4607,4757","Congressional District 13","26"
"Minnesota","Minnesota District 1",1,"Brad Finstad","Republican",2189,8863118.97,4048.93511649155,101,"4671,4797","Congressional District 1","27"
"Minnesota","Minnesota District 2",2,"Angie Craig","Democrat",250,1587782.39,6351.12956,13,"4797,4894","Congressional District 2","27"
"Minnesota","Minnesota District 3",3,"Kelly Morrison","Democrat",0,0,NA,0,NA,"Congressional District 3","27"
"Minnesota","Minnesota District 4",4,"Betty McCollum","Democrat",0,0,NA,0,NA,"Congressional District 4","27"
"Minnesota","Minnesota District 5",5,"Ilhan Omar","Democrat",2,0,0,2,"4894","Congressional District 5","27"
"Minnesota","Minnesota District 6",6,"Tom Emmer","Republican",0,0,NA,0,NA,"Congressional District 6","27"
"Minnesota","Minnesota District 7",7,"Michelle Fischbach","Republican",557,2258198.65,4054.21660682226,17,"4797,4894","Congressional District 7","27"
"Minnesota","Minnesota District 8",8,"Pete Stauber","Republican",1275,4455972.84,3494.88065882353,69,"4671,4797,4894","Congressional District 8","27"
"Mississippi","Mississippi District 1",1,"Trent Kelly","Republican",2217,3899877.82,1759.07885430762,20,"4673,4697,4874","Congressional District 1","28"
"Mississippi","Mississippi District 2",2,"Bennie G. Thompson","Democrat",21298,41524637.83,1949.69658324725,77,"4611,4626,4697,4727,4790,4827,4874","Congressional District 2","28"
"Mississippi","Mississippi District 3",3,"Michael Guest","Republican",14764,60783776.87,4117.026339068,55,"4626,4671,4697,4727,4790,4829,4874","Congressional District 3","28"
"Mississippi","Mississippi District 4",4,"Mike Ezell","Republican",5175,10104259.2,1952.51385507246,31,"4611,4626,4727,4790,4874","Congressional District 4","28"
"Missouri","Missouri District 1",1,"Wesley Bell","Democrat",38619,101832989.67,2636.86241668609,40,"4665,4867,4877","Congressional District 1","29"
"Missouri","Missouri District 2",2,"Ann Wagner","Republican",3169,3173891.44,1001.54352792679,48,"4665,4867,4877","Congressional District 2","29"
"Missouri","Missouri District 3",3,"Robert F. Onder, Jr.","Republican",2226,4323336.41,1942.19964510332,47,"4665,4867,4872,4877","Congressional District 3","29"
"Missouri","Missouri District 4",4,"Mark Alford","Republican",273,165444.88,606.025201465201,73,"4665,4867,4872,4877","Congressional District 4","29"
"Missouri","Missouri District 5",5,"Emanuel Cleaver","Democrat",209,0,0,34,"4665,4877","Congressional District 5","29"
"Missouri","Missouri District 6",6,"Sam Graves","Republican",134,0,0,62,"4665,4877","Congressional District 6","29"
"Missouri","Missouri District 7",7,"Eric Burlison","Republican",363,371072.03,1022.23699724518,54,"4665,4803,4867,4877","Congressional District 7","29"
"Missouri","Missouri District 8",8,"Jason Smith","Republican",3990,10697690.27,2681.12538095238,140,"4611,4665,4803,4867,4872,4877","Congressional District 8","29"
"Montana","Montana District 1",1,"Ryan K. Zinke","Republican",6,14114.91,2352.485,5,"4655,4673","Congressional District 1","30"
"Montana","Montana District 2",2,"Troy Downing","Republican",1729,22008510.06,12729.0399421631,43,"4655,4847","Congressional District 2","30"
"Nebraska","Nebraska District 1",1,"Mike Flood","Republican",0,0,NA,0,NA,"Congressional District 1","31"
"Nebraska","Nebraska District 2",2,"Don Bacon","Republican",707,798350.31,1129.2083592645,30,"4778","Congressional District 2","31"
"Nebraska","Nebraska District 3",3,"Adrian Smith","Republican",226,166364.5,736.12610619469,5,"4728,4778","Congressional District 3","31"
"Nevada","Nevada District 1",1,"Dina Titus","Democrat",0,0,NA,0,NA,"Congressional District 1","32"
"Nevada","Nevada District 2",2,"Mark E. Amodei","Republican",0,0,NA,0,NA,"Congressional District 2","32"
"Nevada","Nevada District 3",3,"Susie Lee","Democrat",0,0,NA,0,NA,"Congressional District 3","32"
"Nevada","Nevada District 4",4,"Steven Horsford","Democrat",0,0,NA,0,NA,"Congressional District 4","32"
"New Hampshire","New Hampshire District 1",1,"Chris Pappas","Democrat",0,0,NA,0,NA,"Congressional District 1","33"
"New Hampshire","New Hampshire District 2",2,"Maggie Goodlander","Democrat",0,0,NA,0,NA,"Congressional District 2","33"
"New Jersey","New Jersey District 1",1,"Donald Norcross","Democrat",873,426233.26,488.239702176403,19,"4614","Congressional District 1","34"
"New Jersey","New Jersey District 2",2,"Jefferson Van Drew","Republican",488,72219.6,147.990983606557,14,"4614","Congressional District 2","34"
"New Jersey","New Jersey District 3",3,"Herbert C. Conaway, Jr.","Democrat",667,677650.23,1015.96736131934,9,"4614,4671","Congressional District 3","34"
"New Jersey","New Jersey District 4",4,"Christopher H. Smith","Republican",9,3100,344.444444444444,5,"4614,4671","Congressional District 4","34"
"New Jersey","New Jersey District 5",5,"Josh Gottheimer","Democrat",7798,22949561.59,2943.00610284688,48,"4614,4671","Congressional District 5","34"
"New Jersey","New Jersey District 6",6,"Frank Pallone, Jr.","Democrat",6798,20962192.37,3083.58228449544,28,"4611,4614,4671","Congressional District 6","34"
"New Jersey","New Jersey District 7",7,"Thomas H. Kean, Jr.","Republican",10270,35292880.96,3436.50252775073,73,"4614,4618,4671","Congressional District 7","34"
"New Jersey","New Jersey District 8",8,"Robert Menendez","Democrat",11500,37898071.2,3295.48445217391,19,"4614","Congressional District 8","34"
"New Jersey","New Jersey District 9",9,"Nellie Pou","Democrat",12024,33216224.93,2762.49375665336,42,"4614,4615","Congressional District 9","34"
"New Jersey","New Jersey District 10",10,"LaMonica McIver","Democrat",15190,47124112.37,3102.31154509546,23,"4614","Congressional District 10","34"
"New Jersey","New Jersey District 11",11,NA,NA,8582,25115605.38,2926.54455604754,50,"4614,4671","Congressional District 11","34"
"New Jersey","New Jersey District 12",12,"Bonnie Watson Coleman","Democrat",9748,31581807.76,3239.82434961018,40,"4614","Congressional District 12","34"
"New Mexico","New Mexico District 1",1,"Melanie A. Stansbury","Democrat",4397,20746452.53,4718.31988401183,34,"4652,4795,4843,4886","Congressional District 1","35"
"New Mexico","New Mexico District 2",2,"Gabe Vasquez","Democrat",614,3785955.9,6166.05195439739,46,"4652,4673,4795,4834,4886","Congressional District 2","35"
"New Mexico","New Mexico District 3",3,"Teresa Leger Fernandez","Democrat",6147,23681599.93,3852.54594598991,76,"4652,4795,4843","Congressional District 3","35"
"New York","New York District 1",1,"Nick LaLota","Republican",2693,3305959.63,1227.61219086521,57,"4615","Congressional District 1","36"
"New York","New York District 2",2,"Andrew R. Garbarino","Republican",2078,601903.74,289.65531280077,42,"4615,4671","Congressional District 2","36"
"New York","New York District 3",3,"Thomas R. Suozzi","Democrat",4998,13127935.28,2626.63771108443,43,"4615,4671","Congressional District 3","36"
"New York","New York District 4",4,"Laura Gillen","Democrat",2442,1966505.14,805.28466011466,31,"4615,4671","Congressional District 4","36"
"New York","New York District 5",5,"Gregory W. Meeks","Democrat",4894,9852723.86,2013.2251450756,22,"4615","Congressional District 5","36"
"New York","New York District 6",6,"Grace Meng","Democrat",10608,35939372.98,3387.94994155354,16,"4615,4671","Congressional District 6","36"
"New York","New York District 7",7,"Nydia M. Velázquez","Democrat",4240,8961244.72,2113.50111320755,13,"4615,4671","Congressional District 7","36"
"New York","New York District 8",8,"Hakeem S. Jeffries","Democrat",6900,14401718.2,2087.20553623188,11,"4615","Congressional District 8","36"
"New York","New York District 9",9,"Yvette D. Clarke","Democrat",4842,11955682.6,2469.16204047914,9,"4615","Congressional District 9","36"
"New York","New York District 10",10,"Daniel S. Goldman","Democrat",1943,3430896.38,1765.77271230057,12,"4615,4798","Congressional District 10","36"
"New York","New York District 11",11,"Nicole Malliotakis","Republican",8201,24640908.13,3004.62237897817,16,"4615","Congressional District 11","36"
"New York","New York District 12",12,"Jerrold Nadler","Democrat",5,8825.49,1765.098,5,"4615,4798","Congressional District 12","36"
"New York","New York District 13",13,"Adriano Espaillat","Democrat",718,518313.81,721.885529247911,7,"4615","Congressional District 13","36"
"New York","New York District 14",14,"Alexandria Ocasio-Cortez","Democrat",9388,28054362.42,2988.32151896038,17,"4614,4615","Congressional District 14","36"
"New York","New York District 15",15,"Ritchie Torres","Democrat",5936,10675594.37,1798.44918632075,13,"4615,4673","Congressional District 15","36"
"New York","New York District 16",16,"George Latimer","Democrat",13507,47392937.65,3508.76861257126,36,"4611,4615","Congressional District 16","36"
"New York","New York District 17",17,"Michael Lawler","Republican",3065,6020032.8,1964.12163132137,64,"4614,4615,4671","Congressional District 17","36"
"New York","New York District 18",18,"Patrick Ryan","Democrat",1522,3652344.7,2399.70085413929,61,"4615","Congressional District 18","36"
"New York","New York District 19",19,"Josh Riley","Democrat",7,11069.5,1581.35714285714,6,"4615,4671,4798,4806","Congressional District 19","36"
"New York","New York District 20",20,"Paul Tonko","Democrat",1,0,0,1,"4615","Congressional District 20","36"
"New York","New York District 21",21,"Elise M. Stefanik","Republican",129,1251737.88,9703.39441860465,12,"4615,4671,4818","Congressional District 21","36"
"New York","New York District 22",22,"John W. Mannion","Democrat",6,500,83.3333333333333,5,"4611,4615","Congressional District 22","36"
"New York","New York District 23",23,"Nicholas A. Langworthy","Republican",4,1000,250,4,"4615,4671","Congressional District 23","36"
"New York","New York District 24",24,"Claudia Tenney","Republican",4,0,0,4,"4615,4671","Congressional District 24","36"
"New York","New York District 25",25,"Joseph D. Morelle","Democrat",4,0,0,4,"4615","Congressional District 25","36"
"New York","New York District 26",26,"Timothy M. Kennedy","Democrat",3,1000,333.333333333333,3,"4615,4671","Congressional District 26","36"
"North Carolina","North Carolina District 1",1,"Donald G. Davis","Democrat",890,271330.78,304.86604494382,77,"4617,4827",NA,"37"
"North Carolina","North Carolina District 2",2,"Deborah K. Ross","Democrat",162,4200,25.9259259259259,18,"4617,4827",NA,"37"
"North Carolina","North Carolina District 3",3,"Gregory F. Murphy","Republican",360,2100,5.83333333333333,59,"4671,4827",NA,"37"
"North Carolina","North Carolina District 4",4,"Valerie P. Foushee","Democrat",103,8400,81.5533980582524,19,"4827",NA,"37"
"North Carolina","North Carolina District 5",5,"Virginia Foxx","Republican",24275,57106624.7,2352.48711431514,69,"4617,4827,4830",NA,"37"
"North Carolina","North Carolina District 6",6,"Addison P. McDowell","Republican",1424,1595444.15,1120.39617275281,27,"4827",NA,"37"
"North Carolina","North Carolina District 7",7,"David Rouzer","Republican",261,4800,18.3908045977011,46,"4827",NA,"37"
"North Carolina","North Carolina District 8",8,"Mark Harris","Republican",3268,1606373.91,491.546484088127,41,"4617,4827",NA,"37"
"North Carolina","North Carolina District 9",9,"Richard Hudson","Republican",180,18150,100.833333333333,31,"4614,4671,4827",NA,"37"
"North Carolina","North Carolina District 10",10,"Pat Harrigan","Republican",10668,9403376.29,881.456345144357,38,"4617,4827,4834",NA,"37"
"North Carolina","North Carolina District 11",11,"Chuck Edwards","Republican",172073,427619254.66,2485.10373306678,89,"4617,4827,4834",NA,"37"
"North Carolina","North Carolina District 12",12,"Alma S. Adams","Democrat",12231,5105239.13,417.401613114218,17,"4617,4827",NA,"37"
"North Carolina","North Carolina District 13",13,"Brad Knott","Republican",277,196796.66,710.45725631769,36,"4827",NA,"37"
"North Carolina","North Carolina District 14",14,"Tim Moore","Republican",57832,62893594.51,1087.52238397427,55,"4617,4827",NA,"37"
"North Dakota","North Dakota At-Large",0,"Julie Fedorchak","Republican",2,1050,525,2,"4586,4798","Congressional District (at Large)","38"
"Ohio","Ohio District 1",1,"Greg Landsman","Democrat",1,0,0,1,"4607","Congressional District 1","39"
"Ohio","Ohio District 2",2,"David J. Taylor","Republican",0,0,NA,0,NA,"Congressional District 2","39"
"Ohio","Ohio District 3",3,"Joyce Beatty","Democrat",4,0,0,2,"4607,4777","Congressional District 3","39"
"Ohio","Ohio District 4",4,"Jim Jordan","Republican",964,3333921.64,3458.42493775934,34,"4777","Congressional District 4","39"
"Ohio","Ohio District 5",5,"Robert E. Latta","Republican",88,156026.77,1773.03147727273,13,"4671,4777","Congressional District 5","39"
"Ohio","Ohio District 6",6,"Michael A. Rulli","Republican",1,1000,1000,1,"4671","Congressional District 6","39"
"Ohio","Ohio District 7",7,"Max L. Miller","Republican",0,0,NA,0,NA,"Congressional District 7","39"
"Ohio","Ohio District 8",8,"Warren Davidson","Republican",66,19653.64,297.782424242424,7,"4777","Congressional District 8","39"
"Ohio","Ohio District 9",9,"Marcy Kaptur","Democrat",1,0,0,1,"4675","Congressional District 9","39"
"Ohio","Ohio District 10",10,"Michael R. Turner","Republican",0,0,NA,0,NA,"Congressional District 10","39"
"Ohio","Ohio District 11",11,"Shontel M. Brown","Democrat",1,0,0,1,"4673","Congressional District 11","39"
"Ohio","Ohio District 12",12,"Troy Balderson","Republican",197,200662.12,1018.58944162437,11,"4671,4777","Congressional District 12","39"
"Ohio","Ohio District 13",13,"Emilia Strong Sykes","Democrat",2,700,350,2,"4671,4673","Congressional District 13","39"
"Ohio","Ohio District 14",14,"David P. Joyce","Republican",1,0,0,1,"4860","Congressional District 14","39"
"Ohio","Ohio District 15",15,"Mike Carey","Republican",22,37756.65,1716.21136363636,6,"4777","Congressional District 15","39"
"Oklahoma","Oklahoma District 1",1,"Kevin Hern","Republican",2146,1100674.98,512.896076421249,37,"4586,4587,4611,4657,4776,4791,4866","Congressional District 1","40"
"Oklahoma","Oklahoma District 2",2,"Josh Brecheen","Republican",4298,9103063.94,2117.97671940438,120,"4586,4587,4657,4776,4781,4791","Congressional District 2","40"
"Oklahoma","Oklahoma District 3",3,"Frank D. Lucas","Republican",2534,8326634.56,3285.96470402526,87,"4587,4611,4657,4706,4776,4791,4866","Congressional District 3","40"
"Oklahoma","Oklahoma District 4",4,"Tom Cole","Republican",3057,8137045.55,2661.77479555119,70,"4587,4657,4706,4776,4791,4866","Congressional District 4","40"
"Oklahoma","Oklahoma District 5",5,"Stephanie I. Bice","Republican",4742,7659545.4,1615.25630535639,63,"4586,4587,4657,4706,4776,4866","Congressional District 5","40"
"Oregon","Oregon District 1",1,"Suzanne Bonamici","Democrat",0,0,NA,0,NA,"Congressional District 1","41"
"Oregon","Oregon District 2",2,"Cliff Bentz","Republican",0,0,NA,0,NA,"Congressional District 2","41"
"Oregon","Oregon District 3",3,"Maxine Dexter","Democrat",0,0,NA,0,NA,"Congressional District 3","41"
"Oregon","Oregon District 4",4,"Val T. Hoyle","Democrat",0,0,NA,0,NA,"Congressional District 4","41"
"Oregon","Oregon District 5",5,"Janelle S. Bynum","Democrat",0,0,NA,0,NA,"Congressional District 5","41"
"Oregon","Oregon District 6",6,"Andrea Salinas","Democrat",0,0,NA,0,NA,"Congressional District 6","41"
"Pennsylvania","Pennsylvania District 1",1,"Brian K. Fitzpatrick","Republican",3444,5280835.35,1533.34359756098,57,"4614,4618","Congressional District 1","42"
"Pennsylvania","Pennsylvania District 2",2,"Brendan F. Boyle","Democrat",18962,30980182.26,1633.80351545196,21,"4611,4618","Congressional District 2","42"
"Pennsylvania","Pennsylvania District 3",3,"Dwight Evans","Democrat",31574,53846611.06,1705.40986444543,21,"4618","Congressional District 3","42"
"Pennsylvania","Pennsylvania District 4",4,"Madeleine Dean","Democrat",4694,10195898.75,2172.11306987644,41,"4618","Congressional District 4","42"
"Pennsylvania","Pennsylvania District 5",5,"Mary Gay Scanlon","Democrat",12950,19391121.6,1497.38390733591,44,"4618","Congressional District 5","42"
"Pennsylvania","Pennsylvania District 6",6,"Chrissy Houlahan","Democrat",2844,4910801.55,1726.72347046414,33,"4618","Congressional District 6","42"
"Pennsylvania","Pennsylvania District 7",7,"Ryan Mackenzie","Republican",541,362951.13,670.889334565619,24,"4618,4671","Congressional District 7","42"
"Pennsylvania","Pennsylvania District 8",8,"Robert P. Bresnahan, Jr.","Republican",3,4134,1378,3,"4607,4618,4671","Congressional District 8","42"
"Pennsylvania","Pennsylvania District 9",9,"Daniel Meuser","Republican",172,539082.95,3134.20319767442,6,"4618,4815","Congressional District 9","42"
"Pennsylvania","Pennsylvania District 10",10,"Scott Perry","Republican",1489,1881032.12,1263.28550705171,15,"4618","Congressional District 10","42"
"Pennsylvania","Pennsylvania District 11",11,"Lloyd Smucker","Republican",1362,1003977.61,737.134809104258,23,"4618,4671","Congressional District 11","42"
"Pennsylvania","Pennsylvania District 12",12,"Summer L. Lee","Democrat",2,700,350,2,"4618,4671","Congressional District 12","42"
"Pennsylvania","Pennsylvania District 13",13,"John Joyce","Republican",385,774718.39,2012.25555844156,28,"4618,4671","Congressional District 13","42"
"Pennsylvania","Pennsylvania District 14",14,"Guy Reschenthaler","Republican",3,1934.82,644.94,3,"4671","Congressional District 14","42"
"Pennsylvania","Pennsylvania District 15",15,"Glenn Thompson","Republican",993,7323356.68,7374.98155085599,41,"4671,4757,4815","Congressional District 15","42"
"Pennsylvania","Pennsylvania District 16",16,"Mike Kelly","Republican",4,3910,977.5,3,"4618,4671","Congressional District 16","42"
"Pennsylvania","Pennsylvania District 17",17,"Christopher R. Deluzio","Democrat",2,1750,875,2,"4671,4798","Congressional District 17","42"
"Rhode Island","Rhode Island District 1",1,"Gabe Amo","Democrat",2080,7308518.52,3513.71082692308,18,"4753,4765,4766","Congressional District 1","44"
"Rhode Island","Rhode Island District 2",2,"Seth Magaziner","Democrat",4029,15430919.5,3829.96264581782,43,"4753,4765,4766","Congressional District 2","44"
"South Carolina","South Carolina District 1",1,"Nancy Mace","Republican",6451,6386631.61,990.021951635405,37,"4677,4829","Congressional District 1","45"
"South Carolina","South Carolina District 2",2,"Joe Wilson","Republican",71250,52751512.13,740.372100070176,49,"4671,4827,4829,4830","Congressional District 2","45"
"South Carolina","South Carolina District 3",3,"Sheri Biggs","Republican",144214,107351015.76,744.386923322285,76,"4617,4829","Congressional District 3","45"
"South Carolina","South Carolina District 4",4,"William R. Timmons IV","Republican",152479,109025127.17,715.017328091081,43,"4827,4829","Congressional District 4","45"
"South Carolina","South Carolina District 5",5,"Ralph Norman","Republican",42291,30617737.87,723.977628100542,55,"4827,4829","Congressional District 5","45"
"South Carolina","South Carolina District 6",6,"James E. Clyburn","Democrat",30379,27562521.89,907.288649725139,76,"4677,4829","Congressional District 6","45"
"South Carolina","South Carolina District 7",7,"Russell Fry","Republican",3662,2461673.86,672.221152375751,41,"4677,4829","Congressional District 7","45"
"South Dakota","South Dakota At-Large",0,"Dusty Johnson","Republican",1952,13608607.38,6971.62263319672,38,"4807,4842,4890","Congressional District (at Large)","46"
"Tennessee","Tennessee District 1",1,"Diana Harshbarger","Republican",15010,40222021.66,2679.68165622918,50,"4601,4609,4827,4832","Congressional District 1","47"
"Tennessee","Tennessee District 2",2,"Tim Burchett","Republican",2,4338.88,2169.44,2,"4609,4673","Congressional District 2","47"
"Tennessee","Tennessee District 3",3,"Charles J. ""Chuck"" Fleischmann","Republican",2,0,0,2,"4601,4734","Congressional District 3","47"
"Tennessee","Tennessee District 4",4,"Scott DesJarlais","Republican",161,144612.1,898.211801242236,14,"4601,4609,4637,4701","Congressional District 4","47"
"Tennessee","Tennessee District 5",5,"Andrew Ogles","Republican",1376,2030744.24,1475.83156976744,20,"4601,4609,4637,4673,4701,4751,4878","Congressional District 5","47"
"Tennessee","Tennessee District 6",6,"John W. Rose","Republican",1789,1474725.37,824.329441028508,24,"4601,4637,4671,4673,4701,4751,4878","Congressional District 6","47"
"Tennessee","Tennessee District 7",7,"Matt Van Epps","Republican",6386,14458066.27,2264.02541027247,54,"4601,4609,4630,4637,4673,4701,4751,4804,4878","Congressional District 7","47"
"Tennessee","Tennessee District 8",8,"David Kustoff","Republican",3257,11016483.15,3382.40194964691,75,"4609,4637,4671,4673,4701,4751,4878","Congressional District 8","47"
"Tennessee","Tennessee District 9",9,"Steve Cohen","Democrat",62,107933.57,1740.86403225806,7,"4601,4609,4673,4701","Congressional District 9","47"
"Texas","Texas District 1",1,"Nathaniel Moran","Republican",19068,21649100.46,1135.36293580868,68,"4586,4781,4798","Congressional District 1","48"
"Texas","Texas District 2",2,"Dan Crenshaw","Republican",168708,143968986.59,853.361942468644,21,"4586,4781,4798","Congressional District 2","48"
"Texas","Texas District 3",3,"Keith Self","Republican",8027,3385783.15,421.799321041485,27,"4586,4781","Congressional District 3","48"
"Texas","Texas District 4",4,"Pat Fallon","Republican",9415,4421204.57,469.59156346256,61,"4586,4781,4798","Congressional District 4","48"
"Texas","Texas District 5",5,"Lance Gooden","Republican",23247,28594904.06,1230.04706241666,45,"4586,4781,4798","Congressional District 5","48"
"Texas","Texas District 6",6,"Jake Ellzey","Republican",14554,14285951.56,981.582490037104,70,"4586,4781","Congressional District 6","48"
"Texas","Texas District 7",7,"Lizzie Fletcher","Democrat",120622,72543483.79,601.411714198073,17,"4586,4781,4798","Congressional District 7","48"
"Texas","Texas District 8",8,"Morgan Luttrell","Republican",157864,136297054.17,863.38274825166,35,"4586,4781,4798","Congressional District 8","48"
"Texas","Texas District 9",9,"Al Green","Democrat",198739,160323596.36,806.704252109551,25,"4586,4611,4781,4798","Congressional District 9","48"
"Texas","Texas District 10",10,"Michael T. McCaul","Republican",13614,12970816.51,952.755730130748,67,"4586,4781,4798,4879","Congressional District 10","48"
"Texas","Texas District 11",11,"August Pfluger","Republican",8776,20478622.18,2333.48019371012,55,"4586,4781,4798,4879","Congressional District 11","48"
"Texas","Texas District 12",12,"Craig A. Goldman","Republican",10507,5018810.46,477.663506233939,27,"4586,4781","Congressional District 12","48"
"Texas","Texas District 13",13,"Ronny Jackson","Republican",3561,1865884.69,523.977728166245,31,"4586,4671,4781,4798","Congressional District 13","48"
"Texas","Texas District 14",14,"Randy K. Weber, Sr.","Republican",113717,105618299.53,928.781972176544,45,"4586,4781,4798","Congressional District 14","48"
"Texas","Texas District 15",15,"Monica De La Cruz","Republican",10539,36365544.47,3450.56878925894,43,"4586,4611,4781,4798,4871,4879","Congressional District 15","48"
"Texas","Texas District 16",16,"Veronica Escobar","Democrat",2,1050,525,2,"4781,4798","Congressional District 16","48"
"Texas","Texas District 17",17,"Pete Sessions","Republican",21736,26781599.03,1232.13098224144,90,"4586,4781,4798,4879","Congressional District 17","48"
"Texas","Texas District 18",18,"Christian D. Menefee","Democrat",170709,155383406.61,910.223869918985,22,"4586,4611,4781,4798","Congressional District 18","48"
"Texas","Texas District 19",19,"Jodey C. Arrington","Republican",4482,8054867.73,1797.15924364123,55,"4586,4611,4781","Congressional District 19","48"
"Texas","Texas District 20",20,"Joaquin Castro","Democrat",4416,2019818.61,457.386460597826,12,"4586","Congressional District 20","48"
"Texas","Texas District 21",21,"Chip Roy","Republican",9327,13003489.97,1394.17711697223,47,"4586,4611,4781,4798,4879","Congressional District 21","48"
"Texas","Texas District 22",22,"Troy E. Nehls","Republican",103047,83519580.18,810.499870738595,41,"4586,4781,4798","Congressional District 22","48"
"Texas","Texas District 23",23,"Tony Gonzales","Republican",5513,2711016.26,491.74972972973,37,"4586,4611,4781,4798,4879","Congressional District 23","48"
"Texas","Texas District 24",24,"Beth Van Duyne","Republican",9678,3590282.46,370.973595784253,27,"4586,4781,4798","Congressional District 24","48"
"Texas","Texas District 25",25,"Roger Williams","Republican",8845,5325265.19,602.06502996043,51,"4586,4781,4798","Congressional District 25","48"
"Texas","Texas District 26",26,"Brandon Gill","Republican",8180,7932324.93,969.72187408313,28,"4586,4781","Congressional District 26","48"
"Texas","Texas District 27",27,"Michael Cloud","Republican",16062,9098088.42,566.435588345163,91,"4586,4611,4781,4798,4879","Congressional District 27","48"
"Texas","Texas District 28",28,"Henry Cuellar","Democrat",6019,6149962.35,1021.75815750125,51,"4586,4607,4611,4781,4798,4871,4879","Congressional District 28","48"
"Texas","Texas District 29",29,"Sylvia R. Garcia","Democrat",166823,156626362.35,938.877506998435,23,"4586,4611,4781,4798","Congressional District 29","48"
"Texas","Texas District 30",30,"Jasmine Crockett","Democrat",29839,23904123.71,801.103378464426,30,"4586,4781","Congressional District 30","48"
"Texas","Texas District 31",31,"John R. Carter","Republican",17704,22340011.13,1261.86235483507,50,"4586,4781,4798,4879","Congressional District 31","48"
"Texas","Texas District 32",32,"Julie Johnson","Democrat",14190,8673844.02,611.264553911205,16,"4586,4781","Congressional District 32","48"
"Texas","Texas District 33",33,"Marc A. Veasey","Democrat",15417,12481332.07,809.582413569436,25,"4586,4671,4781,4798","Congressional District 33","48"
"Texas","Texas District 34",34,"Vicente Gonzalez","Democrat",15835,74910985.28,4730.72215219451,34,"4586,4781,4798,4871","Congressional District 34","48"
"Texas","Texas District 35",35,"Greg Casar","Democrat",10033,4930751.52,491.453355925446,27,"4586,4879","Congressional District 35","48"
"Texas","Texas District 36",36,"Brian Babin","Republican",123914,124379143.1,1003.75375744468,67,"4586,4781,4798","Congressional District 36","48"
"Texas","Texas District 37",37,"Lloyd Doggett","Democrat",6828,1772534.4,259.597891036907,26,"4586,4611,4879","Congressional District 37","48"
"Texas","Texas District 38",38,"Wesley Hunt","Republican",137267,79164242.94,576.717222201986,19,"4586,4611,4781,4798","Congressional District 38","48"
"Utah","Utah District 1",1,"Blake D. Moore","Republican",0,0,NA,0,NA,"Congressional District 1","49"
"Utah","Utah District 2",2,"Celeste Maloy","Republican",0,0,NA,0,NA,"Congressional District 2","49"
"Utah","Utah District 3",3,"Mike Kennedy","Republican",0,0,NA,0,NA,"Congressional District 3","49"
"Utah","Utah District 4",4,"Burgess Owens","Republican",0,0,NA,0,NA,"Congressional District 4","49"
"Vermont","Vermont At-Large",0,"Becca Balint","Democrat",8619,42352101.69,4913.80690219283,209,"4720,4810,4826","Congressional District (at Large)","50"
"Virginia","Virginia District 1",1,"Robert J. Wittman","Republican",32,2140,66.875,21,"4831","Congressional District 1","51"
"Virginia","Virginia District 2",2,"Jennifer A. Kiggans","Republican",25,1770,70.8,14,"4673,4831","Congressional District 2","51"
"Virginia","Virginia District 3",3,"Robert C. ""Bobby"" Scott","Democrat",45,1070,23.7777777777778,26,"4673,4831","Congressional District 3","51"
"Virginia","Virginia District 4",4,"Jennifer L. McClellan","Democrat",44,3210,72.9545454545455,22,"4798,4831","Congressional District 4","51"
"Virginia","Virginia District 5",5,"John J. McGuire III","Republican",56,87185.89,1556.89089285714,31,"4673,4827,4831,4834","Congressional District 5","51"
"Virginia","Virginia District 6",6,"Ben Cline","Republican",25,1070,42.8,18,"4831","Congressional District 6","51"
"Virginia","Virginia District 7",7,"Eugene Simon Vindman","Democrat",73,1070,14.6575342465753,18,"4831","Congressional District 7","51"
"Virginia","Virginia District 8",8,"Donald S. Beyer, Jr.","Democrat",40,1070,26.75,18,"4794,4831","Congressional District 8","51"
"Virginia","Virginia District 9",9,"H. Morgan Griffith","Republican",9911,19026279.7,1919.71341943295,129,"4611,4630,4715,4831","Congressional District 9","51"
"Virginia","Virginia District 10",10,"Suhas Subramanyam","Democrat",28,1870,66.7857142857143,17,"4611,4671,4831","Congressional District 10","51"
"Virginia","Virginia District 11",11,"James R. Walkinshaw","Democrat",25,0,0,13,"4831","Congressional District 11","51"
"Washington","Washington District 1",1,"Suzan K. DelBene","Democrat",1,0,0,1,"4635","Congressional District 1","53"
"Washington","Washington District 2",2,"Rick Larsen","Democrat",1786,7104525.25,3977.89767637178,31,"4635","Congressional District 2","53"
"Washington","Washington District 3",3,"Marie Gluesenkamp Perez","Democrat",7,300,42.8571428571429,5,"4635,4715","Congressional District 3","53"
"Washington","Washington District 4",4,"Dan Newhouse","Republican",25,726953.54,29078.1416,4,"4635,4823","Congressional District 4","53"
